mortality_trend,cohort_effect,smoking_index,crude_rate,premium_band,postcode_score,tenure_months,marketing_segment,contact_recency,web_logins,paperless_score,call_centre_index,app_sessions,survey_score,annuity_60,life_exp_60,survival_to_80
-0.8743,-0.527,0.2385,2.039,9.724,10.183,-5.963,8.098,8.271,-2.516,8.45,-4.687,-2.528,5.772,-1.3259,-0.7988,-0.6064
0.7426,1.4349,0.0143,-3.86,3.371,-6.146,6.316,2.414,-0.972,-7.492,5.68,14.639,-3.293,5.942,2.2673,1.4051,0.4234
-1.5808,1.5023,-0.06,-6.059,-2.793,6.735,3.374,-3.429,11.581,15.087,-1.851,-5.244,0.785,3.459,-1.4552,1.5638,-1.9013
0.3057,-0.5571,-0.4859,-6.098,-10.333,6.134,-0.918,-2.902,-12.09,27.416,8.959,-2.199,-7.863,-3.852,-0.1199,0.0049,-0.319
1.0684,0.7861,1.0692,-6.589,3.345,-18.999,9.093,-10.639,-7.093,-3.356,4.924,0.02,-16.388,-0.465,2.3047,0.3089,1.5741
-2.1735,-1.1445,1.1392,-9.293,-1.645,-2.651,-3.291,0.756,3.629,-7.179,7.798,-3.839,2.181,-5.896,-2.7678,-1.6298,-1.6801
-0.5264,1.5674,1.5015,-1.105,-3.142,5.09,-7.16,2.167,3.181,-5.803,3.615,3.604,-2.502,1.066,0.3495,1.1684,1.2146
-0.6293,-0.3729,-0.2999,-1.137,3.011,23.957,-5.357,1.757,14.896,0.001,5.936,16.196,0.166,-14.397,-0.9855,0.0067,-0.9287
-1.4149,0.3281,0.9805,-6.107,-8.069,4.658,3.498,-18.37,14.669,14.004,10.646,-2.128,9.341,13.178,-1.6057,-0.2221,-0.483
-1.7283,-0.342,0.9056,-8.318,-8.9,1.332,0.73,-6.506,-8.114,-15.707,-12.096,11.275,-7.392,-1.779,-2.1353,-0.8116,-1.1228
-0.1014,0.8061,-1.432,3.431,-8.319,-2.131,9.641,-0.897,-0.081,-3.065,9.166,1.132,-4.425,3.216,0.4821,2.9124,-1.6832
1.0783,1.931,0.7843,-2.778,-15.464,-0.79,-0.888,17.441,-3.314,0.479,-0.295,-7.012,3.169,-2.659,3.4505,1.4749,1.2061
-0.5928,0.0784,-1.3336,5.562,-11.21,0.118,-3.143,-4.752,-5.36,-4.595,-11.545,-10.283,-7.376,2.929,-0.6408,1.9649,-1.9849
-1.3857,0.7731,-1.891,-5.299,-12.522,-2.951,-1.921,10.674,1.486,10.131,-6.625,3.072,1.833,11.019,-1.3164,3.9289,-3.5089
-1.4328,-0.1265,-0.0797,1.674,-2.073,-4.929,8.998,0.965,-1.201,6.283,0.859,-2.641,-6.449,4.054,-1.7702,-0.0444,-1.7749
0.9692,-0.2655,1.0385,10.303,-2.789,9.47,9.998,1.884,-7.294,-0.66,-9.849,-8.171,-3.03,1.097,0.8046,-0.7843,1.478
-0.4548,0.7295,0.3767,0.885,8.493,4.659,14.859,4.588,-0.118,1.082,2.011,-13.85,-3.895,6.297,-0.1535,0.4602,0.0188
-1.3906,0.2653,-1.338,1.297,-1.871,7.326,-5.492,-7.639,-10.105,-12.813,-11.256,-2.111,-9.958,11.389,-1.6615,2.1801,-3.0086
-0.3578,-0.0868,0.2789,-3.227,8.147,3.489,5.042,19.643,-11.746,-0.051,11.774,-2.395,-8.03,9.707,-0.5107,-0.2703,0.0347
-0.2318,-0.8982,1.2368,2.567,-3.458,4.49,12.891,6.753,-2.391,-10.291,25.038,-1.059,1.729,-9.057,-1.0133,-1.3759,1.159
0.1102,0.9612,1.6421,6.183,-10.411,-3.144,-5.45,-3.536,13.456,4.907,-12.655,-6.036,8.005,-5.965,0.8681,0.6435,1.8352
-1.6526,0.2305,-0.0879,4.712,-8.212,2.493,-15.772,-3.52,-4.317,-6.807,-8.159,14.398,-8.293,-8.323,-1.8771,0.2695,-2.1305
-0.3263,-0.7583,-1.1064,-1.973,9.597,-4.631,-10.865,0.228,6.169,15.538,-6.41,0.613,-10.262,10.138,-0.973,0.7655,-1.4205
-1.0235,-0.3064,-2.026,-7.844,4.743,1.971,3.319,6.078,-0.547,-8.485,-13.841,-6.367,11.773,4.577,-1.4409,3.0741,-3.2614
-0.2242,0.2034,-0.5223,6.827,0.514,5.315,-4.647,-11.361,-4.251,7.286,5.428,3.795,0.428,-7.496,0.0064,0.7921,-0.9001
0.944,2.5695,0.34,-8.157,-6.583,0.307,3.334,-3.343,-14.632,6.333,-3.914,1.907,4.945,-3.635,3.9125,2.2357,0.7563
-0.7092,-0.9467,0.4102,1.285,5.281,0.818,3.815,-13.908,2.747,16.892,6.532,-1.197,5.297,-7.93,-1.3306,-1.2723,-0.1514
-0.6516,0.0597,-0.4998,-3.344,3.142,-2.661,-4.044,-3.578,5.06,-5.967,8.838,15.093,9.549,-4.212,-0.7133,0.6097,-1.1507
-0.7238,0.3964,-0.6568,-1.541,-9.765,4.678,-3.982,-7.235,6.353,14.204,-9.329,-12.349,-0.573,-9.976,-0.6295,1.2415,-1.3926
-0.3067,0.9442,-0.4771,5.25,4.707,-4.173,-5.192,8.763,-2.627,0.174,-6.665,-10.977,8.212,-1.429,0.3167,1.389,-0.8262
-0.4097,-0.6915,0.8089,-3.74,12.836,1.607,-5.134,0.936,-15.23,-4.452,8.561,-8.943,-10.088,-10.541,-0.9867,-1.1787,0.503
2.089,-1.0088,-0.4999,0.898,5.765,-0.303,-7.562,-15.133,-2.753,2.218,2.91,0.967,-4.122,6.94,1.085,-0.4735,-0.3889
0.8132,-2.815,0.9991,4.901,-15.589,-3.185,-2.365,2.712,3.144,-7.363,11.655,-4.44,4.403,6.779,-1.9354,-3.3351,1.552
0.0724,0.1061,0.601,2.808,0.805,12.661,0.619,3.246,-4.738,13.636,3.416,-13.816,-1.74,1.342,0.1979,-0.2927,0.6518
0.7197,1.7122,0.4221,-1.152,3.658,-12.071,-2.544,-6.3,-8.042,2.736,3.943,-1.765,11.74,-1.112,2.5031,1.4273,0.801
1.5539,-1.2615,-0.4384,1.635,3.171,6.985,-6.073,5.814,-6.646,7.24,-3.465,0.423,6.524,-7.206,0.2138,-0.738,-0.1069
0.6706,0.6421,1.4517,1.284,-7.493,-2.35,-2.764,12.86,-8.068,11.997,2.847,-0.819,1.042,2.674,1.4914,0.2151,1.9359
1.0308,0.672,0.3694,-3.799,3.587,-3.543,3.98,-0.696,-7.917,2.628,-8.686,8.178,-20.398,4.725,1.9447,0.4253,0.8816
-1.9361,0.1803,3.096,-0.101,-9.006,-0.332,-8.604,-1.631,4.007,6.939,-15.344,-2.321,-1.073,26.292,-2.2745,1.2614,0.9128
0.1336,-0.0499,-3.6513,-4.154,-6.073,5.807,-4.763,-6.132,1.828,-19.427,1.025,-15.499,0.97,-7.418,0.1778,8.6581,-3.8842
-0.7548,-0.4036,-0.4465,-6.338,1.176,-5.479,-5.991,1.884,-2.666,2.198,-2.296,1.378,1.86,2.056,-1.1458,0.0114,-1.2714
1.9007,-2.5789,1.0274,1.488,0.548,4.805,17.173,-3.318,7.707,-7.824,6.41,-2.071,1.028,-5.444,-1.2602,-3.12,1.2884
1.9007,0.3867,-0.7472,-5.427,2.721,5.823,-6.08,5.155,1.841,-1.435,-4.502,-5.289,11.051,-9.404,2.8193,1.2387,-0.5877
0.3462,1.2587,-1.1263,-10.025,4.846,2.43,3.463,5.978,5.377,-5.66,24.249,-8.685,-15.225,5.475,1.4794,2.7241,-1.0539
-0.3253,0.3056,0.5012,3.156,-9.069,-1.017,2.97,4.7,5.525,-5.153,-4.914,-14.63,-4.245,-11.797,-0.1688,-0.0924,0.3025
-0.5711,1.2812,-1.0932,-1.587,0.148,0.897,0.812,-1.581,8.651,8.822,3.816,0.002,-6.808,0.261,0.1624,2.7248,-1.6867
-0.0409,0.7319,0.1415,-2.857,4.907,14.457,-5.367,12.884,3.252,2.46,-3.427,-3.18,-11.43,4.7,0.5363,0.6334,0.1467
-1.708,-0.7876,-2.1711,-6.715,-6.639,-4.301,8.627,3.517,-4.977,3.405,-4.843,-9.14,-4.357,-18.86,-2.3287,3.0551,-4.4376
-0.6617,-1.272,0.4147,-4.33,5.879,14.268,12.073,10.664,2.022,4.988,1.392,13.087,7.343,0.151,-1.6353,-1.5991,-0.1447
-0.158,0.367,-1.178,-7.976,-2.217,-0.859,6.582,-14.821,3.763,-4.011,4.108,-5.774,6.616,-3.965,0.1345,1.9239,-1.4145
-0.5737,-0.0307,0.7601,-1.187,18.901,10.296,-2.809,0.145,7.826,13.318,-2.903,-11.045,-3.163,-25.156,-0.7567,-0.4795,0.3352
1.3235,1.1606,0.1142,5.713,-12.877,13.941,3.025,-3.696,-2.94,2.521,1.232,5.392,5.585,1.179,3.0446,0.9294,0.5529
-2.404,-0.2705,0.9716,-5.182,-3.43,15.211,9.325,7.914,4.196,-9.139,6.578,-4.919,-9.926,-10.23,-2.8916,-0.7822,-2.3451
0.2461,0.8661,-0.2678,8.045,3.228,3.503,-11.252,-3.796,-6.388,17.106,1.166,-3.767,10.735,8.751,1.0661,1.0865,-0.0565
-0.1023,-0.3056,0.0101,0.278,2.878,12.113,4.096,-2.275,2.33,-3.226,-12.187,3.077,-10.441,5.294,-0.3759,-0.2577,-0.049
0.5,1.4049,1.9174,5.766,0.003,9.705,-25.561,11.156,8.975,15.376,-2.117,7.4,18.573,1.587,1.8944,1.174,2.4154
1.0573,0.7317,-1.4151,2.143,-0.951,-5.955,-4.486,-0.099,2.405,6.23,3.364,16.698,-3.374,-3.134,2.1116,2.8886,-1.1449
-1.9012,0.32,-1.7937,0.282,4.303,-15.319,3.04,0.178,-8.781,7.717,-2.923,-1.927,3.614,4.52,-2.2036,3.2658,-4.4158
0.8649,0.2177,-0.4844,7.271,-12.753,-5.201,-5.765,5.06,-3.398,4.998,-5.047,-1.142,2.233,-6.542,1.2426,0.7197,-0.1386
-0.4444,0.7963,-0.1379,0.731,8.301,-0.948,4.268,-4.82,5.968,-1.909,3.867,-3.864,8.975,7.428,-0.0306,0.8683,-0.5046
1.6477,2.4267,1.0995,-0.473,-3.273,13.527,5.439,10.522,8.566,0.661,4.991,3.671,13.138,-1.673,5.1705,1.9093,1.5732
0.1039,0.1909,0.6963,-1.656,-11.452,-9.914,7.754,6.474,6.94,13.74,4.675,2.12,-8.958,1.557,0.3358,-0.1879,0.8356
2.042,1.2121,1.271,-21.312,7.884,10.084,-3.268,9.045,3.891,-12.622,7.978,11.524,-0.649,-1.084,4.1751,0.6404,1.5763
0.6806,-1.0367,-2.953,1.575,2.593,-7.484,3.948,13.46,-14.958,1.656,12.981,8.051,7.238,16.885,-0.2502,5.0987,-2.9415
-1.4177,-1.3624,-1.0183,6.781,0.282,5.148,4.666,7.424,-1.045,6.881,-13.132,15.134,4.326,-4.494,-2.185,-0.0578,-2.6758
0.1857,-0.8821,-0.6895,0.688,1.412,0.044,11.645,6.492,-0.159,-7.583,8.098,-7.342,-8.713,-2.677,-0.4722,-0.1068,-0.5847
0.2316,0.6371,0.6664,0.246,-13.651,2.013,-6.207,-4.429,-1.146,-11.35,-4.858,-7.749,-8.436,19.055,0.8496,0.3102,0.8565
0.4928,-0.9335,0.3627,2.042,-2.889,-10.284,3.439,8.616,0.103,0.242,-8.629,-1.446,-10.228,4.666,-0.2936,-1.2798,0.6569
-1.2032,-0.3389,-0.875,3.14,-2.846,1.791,-0.089,1.147,-7.895,-9.397,-3.077,0.337,10.613,-6.96,-1.6233,0.7859,-2.2559
0.0694,-1.015,-0.3855,7.148,-4.006,-10.401,-4.579,9.997,2.443,-1.906,16.458,-15.13,-4.559,-6.424,-0.7447,-0.5276,-0.403
0.6281,-0.1029,1.5778,-8.26,-5.575,-5.886,8.177,16.126,-14.008,-11.992,3.394,-3.186,-16.371,-1.257,0.6276,-0.5235,1.994
-0.3647,0.4154,0.4679,-1.197,0.062,6.032,-14.031,2.628,15.015,2.364,-4.354,6.766,0.167,-1.518,-0.1577,0.0408,0.2234
-0.0136,0.2023,-0.6357,5.809,-3.036,-11.735,-14.478,-0.441,1.096,-3.372,-4.727,-1.496,-12.508,6.624,0.188,0.9567,-0.6937
0.6612,1.1437,0.7801,10.589,-5.122,1.404,3.451,-2.997,-12.845,0.728,1.279,4.626,14.589,8.728,1.883,0.6133,1.205
1.7655,-0.0698,2.2892,-2.258,10.476,-2.777,-4.874,0.322,-6.624,-0.833,8.89,2.131,-9.044,1.002,1.9844,-0.0738,2.8748
-0.996,0.7879,-0.353,4.253,-1.142,-3.546,1.351,0.692,-13.043,0.653,3.759,-0.429,-5.975,14.604,-0.8037,1.1871,-1.3689
0.2018,-0.9978,-0.3359,3.971,-1.694,6.611,4.652,-6.908,-3.587,6.143,9.351,-3.484,9.242,6.944,-0.6675,-0.5889,-0.2885
1.6709,0.2462,0.2628,6.651,-3.642,1.328,0.374,18.491,10.592,7.962,9.269,11.016,-13.047,-2.678,2.3116,-0.0071,0.5953
0.7966,0.4454,0.2236,-8.59,-1.258,-1.175,-7.191,-0.1,8.723,15.836,-4.019,-17.958,-11.137,-1.396,1.3903,0.2296,0.5759
-1.1967,0.2898,-1.1266,-0.669,-2.946,-4.223,8.479,9.127,-5.271,-8.785,-14.296,-0.689,2.133,-3.134,-1.3568,1.83,-2.4918
-0.3507,-0.0043,-0.2733,-0.049,-3.946,-2.271,0.667,1.994,1.737,-2.828,-4.294,14.635,8.882,-5.652,-0.3866,0.2793,-0.5875
-0.4159,-0.54,1.3208,2.34,0.694,3.216,-7.906,-9.985,3.409,-1.39,2.207,-0.223,7.159,3.396,-0.9027,-1.0226,1.1258
-1.1077,0.069,-0.4917,1.502,-4.566,4.299,4.363,-11.588,-12.825,2.47,8.351,2.804,-22.561,0.106,-1.2887,0.5521,-1.659
0.4461,-0.1115,0.906,-3.747,6.938,1.928,2.995,15.916,-8.861,-3.116,1.93,5.042,-7.609,2.665,0.3568,-0.6146,1.2405
0.7827,0.5319,0.0058,-1.187,-2.878,-5.192,8.822,13.323,15.297,3.763,7.524,10.423,-4.54,2.91,1.4867,0.5626,0.377
0.7003,-0.7889,0.7799,1.006,-12.142,-3.396,3.371,-2.81,4.63,-4.594,-10.102,7.914,-3.871,9.397,0.0358,-1.2552,1.2924
1.1833,-1.319,-0.3201,7.941,-4.869,-25.158,5.654,-1.746,14.879,4.514,-5.753,1.743,3.864,18.717,-0.0892,-0.971,0.0695
-1.9555,0.3655,-1.8215,4.593,-1.852,9.716,-13.17,-1.699,-0.928,-3.572,-8.821,-2.478,-7.909,7.098,-2.2945,3.3792,-4.5211
-0.3023,-0.0601,1.8068,-6.51,5.282,-10.241,0.648,0.204,-5.671,0.541,-6.454,-10.76,2.431,-1.507,-0.47,-0.3684,1.7923
-0.0482,1.062,0.4593,4.456,-3.463,4.846,13.527,4.344,-3.735,-1.261,-6.46,3.492,0.613,-11.68,0.7364,0.748,0.4673
0.0732,1.2747,0.7892,-0.076,15.691,1.158,9.185,0.818,-1.244,-12.484,-1.309,8.832,-1.145,1.671,1.1325,0.8511,0.8974
-0.4798,-0.7375,-0.4446,0.925,-15.533,11.2,-0.745,13.253,-14.939,-17.066,-17.274,0.916,-0.864,3.14,-1.0844,-0.2411,-0.9056
-1.5498,2.7364,0.2424,-2.488,8.45,-7.475,-5.456,-2.162,-3.782,8.725,-5.659,18.87,7.732,-8.873,-0.8884,2.5279,-1.5123
-1.3593,-1.0189,-0.2578,7.174,-5.18,-16.565,12.13,-6.437,-9.701,3.677,0.892,-19.34,4.654,5.992,-1.9935,-0.755,-1.8398
0.853,-0.2368,0.8635,4.109,0.79,-2.668,4.962,7.405,10.063,-1.112,-0.443,-4.193,-4.196,-2.733,0.7987,-0.6871,1.3705
-0.5798,1.2585,0.8286,-5.506,6.288,6.808,-12.68,-2.854,-7.816,-1.832,-11.313,6.591,9.628,27.754,0.0787,0.8024,0.4347
-1.4869,0.5858,0.3749,1.329,-5.72,-9.907,-15.19,2.802,6.824,6.052,-3.374,-5.027,-0.504,-9.454,-1.6116,0.3328,-1.3088
3.0569,0.28,-0.2663,-0.165,3.255,1.946,-8.803,1.475,3.041,-10.668,0.379,-13.421,0.22,-10.392,4.1449,0.5826,-0.9631
0.2366,-0.0731,0.5305,-4.637,5.407,8.042,-17.822,-0.777,4.538,-4.774,-5.673,-0.274,-2.321,10.174,0.1947,-0.4537,0.7408
-0.387,-1.0049,-0.1395,-4.255,-1.607,1.344,-1.398,-3.905,2.02,1.244,5.339,-19.848,13.212,-4.914,-1.1711,-0.9235,-0.421
-0.1322,2.3091,0.1593,3.01,12.069,2.651,11.608,-7.172,-6.063,-1.383,-2.719,-8.549,5.091,-0.355,1.6624,2.2005,0.0901
0.4721,0.4331,0.0707,-2.94,7.087,-11.513,0.801,2.632,8.699,-8.101,-2.461,11.554,0.198,-1.582,1.048,0.3158,0.3172
-0.083,-0.5041,0.4177,-6.007,10.666,-7.397,9.378,4.777,-7.56,-8.718,6.507,-0.32,0.397,6.345,-0.4633,-0.7398,0.3385
0.3049,0.3655,-0.0966,2.447,9.189,11.243,4.763,1.132,2.411,-2.466,-6.297,-11.623,-14.854,8.037,0.6449,0.4144,0.1144
1.5952,-0.9284,-0.1049,-5.464,-9.135,2.97,-6.547,3.241,-12.122,6.335,-8.632,5.412,0.177,-19.549,0.7416,-0.7237,0.2437
-1.8206,-0.0039,0.5843,-4.468,-7.206,3.563,9.911,-1.908,2.359,0.968,2.777,-13.893,-3.194,-0.974,-2.1995,-0.3883,-1.6741
3.1598,0.5814,0.2566,-0.03,1.645,5.729,7.577,-1.531,-1.67,3.246,2.456,10.256,7.569,-6.875,4.8392,0.3296,-0.4955
1.11,-1.5763,-0.2807,1.054,6.191,3.758,4.439,7.044,2.356,-2.839,-10.82,-4.659,-0.033,6.052,-0.4467,-1.2864,0.1173
-2.501,1.0282,-1.7403,9.056,-7.301,0.573,-20.919,4.609,-0.923,-3.53,7.714,-7.187,4.681,15.4,-2.8973,3.747,-5.5721
-0.4014,-0.5882,-0.2811,-5.573,3.205,0.651,2.022,-11.71,5.251,8.797,3.161,-1.688,-2.686,-14.439,-0.8008,-0.3134,-0.6425
0.6097,-0.002,1.6904,2.591,-10.231,-8.143,-0.814,-3.164,-10.154,5.317,6.021,4.075,4.006,-2.836,0.794,-0.4139,2.2769
-0.6743,-0.2982,-1.0539,1.39,-1.214,-5.147,-3.382,1.823,-8.079,-1.016,-14.324,-7.64,-2.279,-6.413,-1.0037,0.9812,-1.7243
0.6046,0.3965,-2.0697,3.567,-7.511,3.729,13.935,-8.856,1.101,-11.131,5.105,-9.658,0.295,7.6,1.0909,4.0241,-1.9884
-0.3378,0.8574,-0.693,-7.041,-15.679,-7.929,0.348,-10.074,-8.059,6.017,-15.028,11.939,9.214,2.726,0.1727,1.6493,-0.9848
1.9552,-0.3141,0.6746,-1.691,6.228,-1.751,9.604,-6.057,-8.271,-16.346,8.073,3.903,-4.157,-5.745,1.9049,-0.6328,0.9591
0.6225,-0.4146,0.9671,-0.013,6.632,-7.709,-18.633,-2.756,1.462,2.746,-4.419,-14.058,-15.952,13.037,0.3256,-0.8873,1.3816
-0.1029,-0.4073,-0.328,6.529,-0.039,2.924,9.914,11.757,1.156,0.883,-18.892,1.754,-0.879,-1.517,-0.3792,-0.0426,-0.3859
1.0067,0.2956,-0.1277,2.214,-5.658,1.771,-1.676,-16.018,2.241,7.104,4.881,-17.687,0.343,5.085,1.5043,0.456,0.2272
-0.6997,1.2277,-1.5217,-2.898,18.664,13.12,-5.733,-4.879,-0.368,-5.562,-1.365,0.915,-5.208,-2.941,-0.1253,3.4799,-2.3309
-0.4732,-1.0914,0.0459,-6.214,-8.966,-2.302,-2.573,11.468,-2.299,5.598,5.141,2.957,-18.522,11.8,-1.1839,-1.1285,-0.3882
0.4384,-0.1355,1.6781,0.648,-0.873,12.644,-13.216,-8.872,-1.354,-5.992,8.817,-1.553,-0.757,-1.927,0.4076,-0.5493,2.0235
1.0095,-0.0204,0.03,-2.299,10.118,1.344,-11.268,-7.098,-3.452,11.219,3.246,-5.127,-11.92,-2.256,1.139,-0.0709,0.4301
-1.3462,-0.1165,0.2322,0.522,2.436,-11.893,-3.796,5.227,-15.643,-11.495,1.374,1.354,-11.923,-4.984,-1.6715,-0.3245,-1.2284
-0.7789,-0.1906,0.9583,2.524,15.204,1.16,2.641,4.281,11.647,-1.967,1.122,8.8,2.132,1.24,-0.9785,-0.6561,0.2638
-0.4239,1.7635,-0.3415,-4.107,6.665,7.314,-9.398,-8.182,4.203,1.869,-15.06,7.979,-3.629,3.871,0.7145,2.1643,-0.7304
-1.1552,-0.5981,-0.272,5.07,9.963,1.955,-2.419,-2.439,-2.154,10.181,8.843,2.056,-4.382,-4.98,-1.6899,-0.366,-1.5277
-0.2026,0.5787,0.0734,-1.23,-5.107,-0.72,-4.913,-5.339,-9.326,-17.034,0.743,-14.002,8.768,-5.221,0.1994,0.4791,-0.031
-1.307,-0.5025,-0.0006,9.991,10.511,-16.487,-4.847,8.429,-8.697,-4.78,-1.308,-0.035,19.065,7.712,-1.7103,-0.5464,-1.4647
0.01,-1.2632,0.3499,5.571,1.854,-10.991,-6.963,5.247,7.201,-0.489,-4.521,-12.99,-2.965,-2.114,-1.1153,-1.4806,0.3709
-0.283,-0.5,-2.7868,-0.614,3.007,10.107,13.169,7.021,1.636,0.051,-0.804,8.316,-5.384,3.222,-0.7855,5.0928,-3.2939
-0.1831,-0.2188,0.5651,4.836,-0.153,-4.406,0.064,-4.618,6.736,0.125,14.678,7.626,1.719,-14.257,-0.3109,-0.5736,0.4487
1.2284,0.2183,-2.1996,3.516,5.449,-4.579,11.496,5.491,7.1,-16.591,14.737,-6.759,-1.384,-7.482,1.6966,4.149,-2.0295
-0.1698,0.3575,0.955,-4.801,-6.719,4.204,-3.483,-4.734,-1.04,-10.509,-8.17,14.735,3.412,-6.47,0.0427,-0.1184,0.9426
0.5501,1.3118,-0.6104,2.348,3.454,-2.067,-18.405,4.027,9.335,-4.675,-3.371,12.025,-1.989,9.628,1.8914,1.9775,-0.3687
-0.2045,-1.0932,-0.844,1.587,-0.062,12.532,-1.938,-3.672,-7.258,-17.303,-1.455,7.85,-3.629,0.534,-1.035,-0.1005,-1.0693
-0.3971,0.5601,-2.2407,-6.762,10.784,4.212,-9.215,-18.905,-3.488,-1.356,10.387,-4.244,6.362,9.103,-0.0494,4.5777,-2.7275
1.0115,-1.9611,0.5646,-5.087,-3.191,2.04,3.777,-3.007,6.07,-12.734,6.939,4.662,2.861,-10.868,-0.9624,-2.3421,1.063
0.78,1.896,-1.238,0.006,-10.719,5.743,-5.737,16.168,-4.139,-17.748,3.841,-5.332,-13.675,-3.748,2.9433,3.5954,-1.0201
-1.2335,-0.4054,1.6435,5.989,2.551,-17.945,9.451,-18.784,3.119,4.838,16.256,8.451,-1.338,9.974,-1.6682,-0.7955,0.4831
-0.2014,0.6413,-0.345,4.942,2.25,-11.58,8.785,-6.465,5.428,-8.736,-1.308,1.922,2.313,1.973,0.191,1.0614,-0.5499
-1.237,-1.5064,-0.3605,2.083,-0.457,-6.17,5.542,4.333,-14.862,-5.048,1.893,-6.972,-11.731,-11.512,-2.1698,-1.0462,-1.7219
0.3714,1.3337,0.4035,5.933,16.351,-3.094,-6.448,-0.504,-2.932,4.456,-10.778,-13.273,-3.355,9.292,1.7285,1.041,0.6461
-1.54,0.3963,0.1705,2.354,-10.533,2.496,11.387,9.222,0.159,-0.392,-1.628,-6.838,-9.471,4.74,-1.7613,0.2407,-1.6295
-0.7941,-1.7413,1.3375,11.556,0.232,-0.284,-7.236,8.708,-1.196,0.914,10.678,0.555,3.704,-8.188,-1.9151,-2.2229,0.7497
0.8794,0.4947,-0.3856,-5.576,6.539,12.445,-0.504,-4.878,0.003,-2.567,7.272,-3.84,4.943,-4.203,1.5405,0.9062,-0.0472
-1.6404,0.3165,0.306,-1.646,12.34,-6.175,15.125,-15.117,6.5,-10.049,-8.431,11.578,11.841,-10.18,-1.8672,0.1307,-1.6872
0.9138,2.0792,-0.5422,-0.409,-2.88,3.582,10.805,13.517,-1.623,-2.362,1.336,-11.537,-3.795,9.397,3.3267,2.6861,-0.1749
-0.3595,0.0919,-0.5307,9.747,7.893,3.093,11.074,4.568,-11.321,0.596,11.068,4.711,15.402,6.228,-0.3027,0.7014,-0.7723
-1.535,1.556,-0.1653,7.773,-5.534,6.102,7.435,-11.511,6.341,3.694,-2.243,3.486,-8.686,0.56,-1.3148,1.6673,-1.9539
-0.5102,0.4709,0.6071,-1.078,-3.412,11.716,-3.524,-1.463,8.65,-4.068,-5.758,-10.085,2.772,-4.594,-0.2628,0.1088,0.222
-2.5475,-0.4015,-1.5247,-3.992,4.828,2.457,-6.478,-0.634,-8.94,-7.452,0.805,1.354,1.073,4.452,-3.0451,1.8869,-5.3549
0.2267,-0.0567,0.372,-1.494,-6.855,2.514,11.508,-1.244,-0.902,4.58,7.792,9.936,2.176,-9.283,0.2378,-0.3395,0.5617
0.2797,0.4806,0.147,4.142,-3.198,2.027,10.362,-16.819,4.456,-5.317,-0.948,-11.294,-5.611,-8.087,0.6836,0.3337,0.3569
-0.0265,1.0036,0.1876,0.163,5.809,2.554,15.88,23.173,-4.424,5.361,-16.127,0.509,-7.239,16.424,0.7389,0.896,0.1724
0.0442,-0.1706,0.7116,7.889,8.119,-4.827,2.519,-6.276,-3.646,2.767,5.988,-10.109,-6.835,0.653,-0.1365,-0.6288,0.8346
-0.7032,-0.4824,-1.1283,3.027,10.214,0.137,17.498,8.419,-9.831,-4.943,-1.829,3.738,0.709,-8.102,-1.094,0.9953,-1.936
-1.1123,-0.7376,0.6372,-4.181,-5.155,-12.575,-8.01,-13.598,1.644,-4.746,4.796,2.038,-4.25,-4.395,-1.679,-1.1712,-0.4689
-1.8989,-0.479,-0.5777,0.659,-1.892,-8.386,-7.712,10.35,-7.85,-21.501,-1.354,-1.52,8.158,0.748,-2.3912,0.1873,-3.0773
-1.3064,0.2028,-1.2094,6.797,-11.283,5.958,15.413,12.404,16.073,0.515,-1.54,3.711,3.85,-15.148,-1.4543,1.8928,-2.7002
1.5724,0.3869,0.3501,0.547,-0.325,8.96,-2.055,-6.709,-4.136,-9.739,2.045,8.492,6.197,2.621,2.3322,0.1224,0.6951
-0.4205,-1.2564,-0.3605,-3.129,-4.352,4.426,-3.053,23.567,-14.021,-15.868,0.144,-0.889,-7.308,4.894,-1.3066,-0.9355,-0.6703
2.3647,-1.3925,0.8363,4.201,9.34,8.387,5.822,-6.486,2.814,-12.602,7.059,6.158,-7.947,-6.138,0.7577,-1.8347,0.8829
0.1173,-2.6054,-1.1111,6.075,-0.962,14.361,5.454,7.16,-4.018,1.196,-7.046,-13.612,-6.02,0.713,-2.0311,-1.1197,-1.0463
0.8758,-1.0587,1.1005,5.987,2.676,4.264,4.182,20.771,10.095,-13.695,3.001,7.181,1.902,-7.995,-0.0021,-1.5552,1.6447
-0.4186,0.3211,1.3524,-4.813,6.719,6.753,-5.74,13.534,-7.914,4.209,-5.517,-12.009,14.03,-4.514,-0.2815,-0.1358,1.1575
-0.3232,-2.083,0.4383,-3.071,-7.949,7.78,2.175,3.391,4.164,-14.051,1.716,-0.987,5.051,2.729,-1.855,-2.4235,0.2367
-0.25,-0.647,0.0235,11.977,-7.948,-1.199,1.049,1.728,-5.763,7.804,-9.205,9.999,6.068,3.76,-0.7875,-0.6066,-0.1715
-0.369,1.7032,-0.7533,1.138,2.563,2.077,-8.215,8.576,-9.299,-4.257,2.246,1.347,15.476,13.268,0.7436,2.6176,-1.0882
-0.352,0.1706,-1.3674,-1.108,6.982,4.319,1.984,-7.186,-12.183,3.149,4.217,-0.827,6.312,15.924,-0.3292,2.1726,-1.7977
